"Accession","X.10lgP","X.Unique","X.Spec.Sample.1","X.Spec.Sample.2","X.Spec.Sample.3","X.Spec.Sample.4","X.Spec.Sample.5","PTM","Description","ProteinID","Accession.Number","Accession.New","MouseGeneName"
"Q9DCV7|K2C7_MOUSE",326.04,21,9,24,15,14,16,"Deamidation (NQ)","Keratin  type II cytoskeletal 7 OS=Mus musculus GN=Krt7 PE=1 SV=1","Q9DCV7","K2C7_MOUSE","K2C7_MOUSE","Krt7"
"P68254|1433T_MOUSE",325.55,12,16,16,13,12,19,"Carbamidomethylation; Deamidation (NQ)","14-3-3 protein theta OS=Mus musculus GN=Ywhaq PE=1 SV=1","P68254","1433T_MOUSE","1433T_MOUSE","Ywhaq"
"Q8CGP6|H2A1H_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 1-H OS=Mus musculus GN=Hist1h2ah PE=1 SV=3","Q8CGP6","H2A1H_MOUSE","H2A1H_MOUSE","Hist1h2ah"
"Q8R1M2|H2AJ_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A.J OS=Mus musculus GN=H2afj PE=1 SV=1","Q8R1M2","H2AJ_MOUSE","H2AJ_MOUSE","H2afj"
"C0HKE4|H2A1E_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 1-E OS=Mus musculus GN=Hist1h2ae PE=1 SV=1","C0HKE4","H2A1E_MOUSE","H2A1E_MOUSE","Hist1h2ae"
"Q8BFU2|H2A3_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 3 OS=Mus musculus GN=Hist3h2a PE=1 SV=3","Q8BFU2","H2A3_MOUSE","H2A3_MOUSE","Hist3h2a"
"C0HKE6|H2A1I_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 1-I OS=Mus musculus GN=Hist1h2ai PE=1 SV=1","C0HKE6","H2A1I_MOUSE","H2A1I_MOUSE","Hist1h2ai"
"C0HKE8|H2A1O_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 1-O OS=Mus musculus GN=Hist1h2ao PE=1 SV=1","C0HKE8","H2A1O_MOUSE","H2A1O_MOUSE","Hist1h2ao"
"C0HKE1|H2A1B_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 1-B OS=Mus musculus GN=Hist1h2ab PE=1 SV=1","C0HKE1","H2A1B_MOUSE","H2A1B_MOUSE","Hist1h2ab"
"C0HKE5|H2A1G_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 1-G OS=Mus musculus GN=Hist1h2ag PE=1 SV=1","C0HKE5","H2A1G_MOUSE","H2A1G_MOUSE","Hist1h2ag"
"Q8CGP7|H2A1K_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 1-K OS=Mus musculus GN=Hist1h2ak PE=1 SV=3","Q8CGP7","H2A1K_MOUSE","H2A1K_MOUSE","Hist1h2ak"
"C0HKE2|H2A1C_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 1-C OS=Mus musculus GN=Hist1h2ac PE=1 SV=1","C0HKE2","H2A1C_MOUSE","H2A1C_MOUSE","Hist1h2ac"
"C0HKE7|H2A1N_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 1-N OS=Mus musculus GN=Hist1h2an PE=1 SV=1","C0HKE7","H2A1N_MOUSE","H2A1N_MOUSE","Hist1h2an"
"C0HKE3|H2A1D_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 1-D OS=Mus musculus GN=Hist1h2ad PE=1 SV=1","C0HKE3","H2A1D_MOUSE","H2A1D_MOUSE","Hist1h2ad"
"Q8CGP5|H2A1F_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 1-F OS=Mus musculus GN=Hist1h2af PE=1 SV=3","Q8CGP5","H2A1F_MOUSE","H2A1F_MOUSE","Hist1h2af"
"C0HKE9|H2A1P_MOUSE",325.53,2,26,39,29,69,71,"Deamidation (NQ)","Histone H2A type 1-P OS=Mus musculus GN=Hist1h2ap PE=1 SV=1","C0HKE9","H2A1P_MOUSE","H2A1P_MOUSE","Hist1h2ap"
"P06151|LDHA_MOUSE",324.79,26,22,29,20,26,20,"Carbamidomethylation; Deamidation (NQ)","L-lactate dehydrogenase A chain OS=Mus musculus GN=Ldha PE=1 SV=3","P06151","LDHA_MOUSE","LDHA_MOUSE","Ldha"
"Q60710|SAMH1_MOUSE",324.42,25,20,13,19,13,19,"Carbamidomethylation; Deamidation (NQ)","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Mus musculus GN=Samhd1 PE=1 SV=2","Q60710","SAMH1_MOUSE","SAMH1_MOUSE","Samhd1"
"Q8CIE6|COPA_MOUSE",324.11,34,23,15,15,21,15,"Carbamidomethylation; Deamidation (NQ)","Coatomer subunit alpha OS=Mus musculus GN=Copa PE=1 SV=2","Q8CIE6","COPA_MOUSE","COPA_MOUSE","Copa"
"P18760|COF1_MOUSE",323.22,16,20,17,19,17,28,"Carbamidomethylation; Deamidation (NQ)","Cofilin-1 OS=Mus musculus GN=Cfl1 PE=1 SV=3","P18760","COF1_MOUSE","COF1_MOUSE","Cfl1"
"Q69ZN7|MYOF_MOUSE",322.72,26,13,8,10,11,10,"Carbamidomethylation; Deamidation (NQ)","Myoferlin OS=Mus musculus GN=Myof PE=1 SV=2","Q69ZN7","MYOF_MOUSE","MYOF_MOUSE","Myof"
"Q99K51|PLST_MOUSE",322.13,16,24,8,15,13,19,"Carbamidomethylation; Deamidation (NQ)","Plastin-3 OS=Mus musculus GN=Pls3 PE=1 SV=3","Q99K51","PLST_MOUSE","PLST_MOUSE","Pls3"
"Q8BMS1|ECHA_MOUSE",320.17,18,13,13,10,12,16,"Carbamidomethylation; Deamidation (NQ)","Trifunctional enzyme subunit alpha  mitochondrial OS=Mus musculus GN=Hadha PE=1 SV=1","Q8BMS1","ECHA_MOUSE","ECHA_MOUSE","Hadha"
"Q61233|PLSL_MOUSE",319.37,20,15,12,13,8,10,"Carbamidomethylation","Plastin-2 OS=Mus musculus GN=Lcp1 PE=1 SV=4","Q61233","PLSL_MOUSE","PLSL_MOUSE","Lcp1"
"Q8BP47|SYNC_MOUSE",319.3,20,18,10,11,10,11,"Carbamidomethylation; Deamidation (NQ)","Asparagine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Nars PE=1 SV=2","Q8BP47","SYNC_MOUSE","SYNC_MOUSE","Nars"
"P14869|RLA0_MOUSE",318.83,17,13,8,17,11,13,"Carbamidomethylation; Deamidation (NQ)","60S acidic ribosomal protein P0 OS=Mus musculus GN=Rplp0 PE=1 SV=3","P14869","RLA0_MOUSE","RLA0_MOUSE","Rplp0"
"P38647|GRP75_MOUSE",318.3,24,18,11,22,19,17,"Carbamidomethylation; Deamidation (NQ)","Stress-70 protein  mitochondrial OS=Mus musculus GN=Hspa9 PE=1 SV=3","P38647","GRP75_MOUSE","GRP75_MOUSE","Hspa9"
"P80314|TCPB_MOUSE",318.08,20,11,13,6,12,15,"Carbamidomethylation; Deamidation (NQ)","T-complex protein 1 subunit beta OS=Mus musculus GN=Cct2 PE=1 SV=4","P80314","TCPB_MOUSE","TCPB_MOUSE","Cct2"
"P61979|HNRPK_MOUSE",317.36,23,18,18,12,20,21,"Carbamidomethylation; Deamidation (NQ)","Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus GN=Hnrnpk PE=1 SV=1","P61979","HNRPK_MOUSE","HNRPK_MOUSE","Hnrnpk"
"Q91YQ5|RPN1_MOUSE",316.8,23,19,13,17,14,11,"Carbamidomethylation; Deamidation (NQ)","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus GN=Rpn1 PE=1 SV=1","Q91YQ5","RPN1_MOUSE","RPN1_MOUSE","Rpn1"
"P37040|NCPR_MOUSE",316.7,25,15,16,8,13,7,"Carbamidomethylation; Deamidation (NQ)","NADPH--cytochrome P450 reductase OS=Mus musculus GN=Por PE=1 SV=2","P37040","NCPR_MOUSE","NCPR_MOUSE","Por"
"P80315|TCPD_MOUSE",316.49,18,15,9,14,14,10,"Carbamidomethylation","T-complex protein 1 subunit delta OS=Mus musculus GN=Cct4 PE=1 SV=3","P80315","TCPD_MOUSE","TCPD_MOUSE","Cct4"
"O35887|CALU_MOUSE",315.69,12,11,10,8,8,16,"Deamidation (NQ)","Calumenin OS=Mus musculus GN=Calu PE=1 SV=1","O35887","CALU_MOUSE","CALU_MOUSE","Calu"
"P09411|PGK1_MOUSE",315.61,19,19,14,16,12,16,"Carbamidomethylation; Deamidation (NQ)","Phosphoglycerate kinase 1 OS=Mus musculus GN=Pgk1 PE=1 SV=4","P09411","PGK1_MOUSE","PGK1_MOUSE","Pgk1"
"P06745|G6PI_MOUSE",315.02,20,13,9,11,14,17,"Carbamidomethylation; Deamidation (NQ)","Glucose-6-phosphate isomerase OS=Mus musculus GN=Gpi PE=1 SV=4","P06745","G6PI_MOUSE","G6PI_MOUSE","Gpi"
"P08121|CO3A1_MOUSE",314.98,18,10,14,1,7,12,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)","Collagen alpha-1(III) chain OS=Mus musculus GN=Col3a1 PE=1 SV=4","P08121","CO3A1_MOUSE","CO3A1_MOUSE","Col3a1"
"Q9Z2X1|HNRPF_MOUSE",314.72,14,14,12,14,12,12,"Carbamidomethylation; Deamidation (NQ)","Heterogeneous nuclear ribonucleoprotein F OS=Mus musculus GN=Hnrnpf PE=1 SV=3","Q9Z2X1","HNRPF_MOUSE","HNRPF_MOUSE","Hnrnpf"
"Q9JIF7|COPB_MOUSE",313.33,21,12,13,11,6,17,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)","Coatomer subunit beta OS=Mus musculus GN=Copb1 PE=1 SV=1","Q9JIF7","COPB_MOUSE","COPB_MOUSE","Copb1"
"Q9EQK5|MVP_MOUSE",312.74,25,22,14,16,7,10,"Carbamidomethylation","Major vault protein OS=Mus musculus GN=Mvp PE=1 SV=4","Q9EQK5","MVP_MOUSE","MVP_MOUSE","Mvp"
"P08249|MDHM_MOUSE",312.28,23,14,19,14,17,16,"Carbamidomethylation; Deamidation (NQ)","Malate dehydrogenase  mitochondrial OS=Mus musculus GN=Mdh2 PE=1 SV=3","P08249","MDHM_MOUSE","MDHM_MOUSE","Mdh2"
"Q9CQV8|1433B_MOUSE",311.98,10,16,17,13,16,21,"Carbamidomethylation; Deamidation (NQ)","14-3-3 protein beta/alpha OS=Mus musculus GN=Ywhab PE=1 SV=3","Q9CQV8","1433B_MOUSE","1433B_MOUSE","Ywhab"
"P17879|HS71B_MOUSE",311.78,7,8,16,10,17,17,"Carbamidomethylation; Deamidation (NQ)","Heat shock 70 kDa protein 1B OS=Mus musculus GN=Hspa1b PE=1 SV=3","P17879","HS71B_MOUSE","HS71B_MOUSE","Hspa1b"
"Q9R0P3|ESTD_MOUSE",311.62,15,15,11,10,12,14,"Carbamidomethylation; Deamidation (NQ)","S-formylglutathione hydrolase OS=Mus musculus GN=Esd PE=1 SV=1","Q9R0P3","ESTD_MOUSE","ESTD_MOUSE","Esd"
"Q7TN75|PEG10_MOUSE",311.44,21,12,11,17,9,12,"Carbamidomethylation; Deamidation (NQ)","Retrotransposon-derived protein PEG10 OS=Mus musculus GN=Peg10 PE=1 SV=2","Q7TN75","PEG10_MOUSE","PEG10_MOUSE","Peg10"
"P40124|CAP1_MOUSE",310.9,21,22,19,22,14,23,"Carbamidomethylation; Deamidation (NQ)","Adenylyl cyclase-associated protein 1 OS=Mus musculus GN=Cap1 PE=1 SV=4","P40124","CAP1_MOUSE","CAP1_MOUSE","Cap1"
"Q76MZ3|2AAA_MOUSE",310.42,12,18,14,12,11,15,"Carbamidomethylation; Deamidation (NQ)","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Mus musculus GN=Ppp2r1a PE=1 SV=3","Q76MZ3","2AAA_MOUSE","2AAA_MOUSE","Ppp2r1a"
"P18242|CATD_MOUSE",310.04,17,13,10,9,7,10,"Carbamidomethylation; Oxidation (M)","Cathepsin D OS=Mus musculus GN=Ctsd PE=1 SV=1","P18242","CATD_MOUSE","CATD_MOUSE","Ctsd"
"Q9WTI7|MYO1C_MOUSE",309.87,22,15,14,9,12,11,"Carbamidomethylation","Unconventional myosin-Ic OS=Mus musculus GN=Myo1c PE=1 SV=2","Q9WTI7","MYO1C_MOUSE","MYO1C_MOUSE","Myo1c"
"P27546|MAP4_MOUSE",308.73,17,12,8,7,6,5,"Carbamidomethylation","Microtubule-associated protein 4 OS=Mus musculus GN=Map4 PE=1 SV=3","P27546","MAP4_MOUSE","MAP4_MOUSE","Map4"
"Q9WU78|PDC6I_MOUSE",308.52,20,15,11,9,10,15,"Carbamidomethylation; Deamidation (NQ)","Programmed cell death 6-interacting protein OS=Mus musculus GN=Pdcd6ip PE=1 SV=3","Q9WU78","PDC6I_MOUSE","PDC6I_MOUSE","Pdcd6ip"
"P99027|RLA2_MOUSE",308.48,11,9,17,6,10,13,"Deamidation (NQ)","60S acidic ribosomal protein P2 OS=Mus musculus GN=Rplp2 PE=1 SV=3","P99027","RLA2_MOUSE","RLA2_MOUSE","Rplp2"
"P84078|ARF1_MOUSE",307.75,5,13,15,8,8,12,"Carbamidomethylation; Deamidation (NQ)","ADP-ribosylation factor 1 OS=Mus musculus GN=Arf1 PE=1 SV=2","P84078","ARF1_MOUSE","ARF1_MOUSE","Arf1"
"P11983|TCPA_MOUSE",307.47,19,19,6,16,12,14,"Carbamidomethylation; Deamidation (NQ)","T-complex protein 1 subunit alpha OS=Mus musculus GN=Tcp1 PE=1 SV=3","P11983","TCPA_MOUSE","TCPA_MOUSE","Tcp1"
"O08739|AMPD3_MOUSE",307.11,15,6,5,8,8,9,"Carbamidomethylation; Deamidation (NQ)","AMP deaminase 3 OS=Mus musculus GN=Ampd3 PE=1 SV=2","O08739","AMPD3_MOUSE","AMPD3_MOUSE","Ampd3"
"Q6ZQ38|CAND1_MOUSE",306.86,28,18,19,11,13,15,"Carbamidomethylation; Deamidation (NQ)","Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus GN=Cand1 PE=1 SV=2","Q6ZQ38","CAND1_MOUSE","CAND1_MOUSE","Cand1"
"Q9EQH3|VPS35_MOUSE",306.66,25,17,14,13,13,14,"Carbamidomethylation","Vacuolar protein sorting-associated protein 35 OS=Mus musculus GN=Vps35 PE=1 SV=1","Q9EQH3","VPS35_MOUSE","VPS35_MOUSE","Vps35"
"Q6IRU2|TPM4_MOUSE",306.64,17,15,21,12,10,22,"Carbamidomethylation; Deamidation (NQ)","Tropomyosin alpha-4 chain OS=Mus musculus GN=Tpm4 PE=1 SV=3","Q6IRU2","TPM4_MOUSE","TPM4_MOUSE","Tpm4"
"P26443|DHE3_MOUSE",306.46,21,17,8,14,12,11,"Carbamidomethylation; Deamidation (NQ)","Glutamate dehydrogenase 1  mitochondrial OS=Mus musculus GN=Glud1 PE=1 SV=1","P26443","DHE3_MOUSE","DHE3_MOUSE","Glud1"
"O08529|CAN2_MOUSE",306.31,15,11,8,10,8,7,"Carbamidomethylation","Calpain-2 catalytic subunit OS=Mus musculus GN=Capn2 PE=1 SV=4","O08529","CAN2_MOUSE","CAN2_MOUSE","Capn2"
"Q99JY9|ARP3_MOUSE",305.52,22,13,10,15,12,17,"Carbamidomethylation; Deamidation (NQ)","Actin-related protein 3 OS=Mus musculus GN=Actr3 PE=1 SV=3","Q99JY9","ARP3_MOUSE","ARP3_MOUSE","Actr3"
"Q9DBG3|AP2B1_MOUSE",305.11,13,14,9,17,10,12,"Carbamidomethylation; Deamidation (NQ)","AP-2 complex subunit beta OS=Mus musculus GN=Ap2b1 PE=1 SV=1","Q9DBG3","AP2B1_MOUSE","AP2B1_MOUSE","Ap2b1"
"P61982|1433G_MOUSE",305.07,13,15,19,13,16,20,"Carbamidomethylation; Deamidation (NQ)","14-3-3 protein gamma OS=Mus musculus GN=Ywhag PE=1 SV=2","P61982","1433G_MOUSE","1433G_MOUSE","Ywhag"
"Q9WVA4|TAGL2_MOUSE",304.18,27,14,20,13,17,20,"Carbamidomethylation; Deamidation (NQ)","Transgelin-2 OS=Mus musculus GN=Tagln2 PE=1 SV=4","Q9WVA4","TAGL2_MOUSE","TAGL2_MOUSE","Tagln2"
"P14602|HSPB1_MOUSE",303.1,17,13,15,10,9,12,"","Heat shock protein beta-1 OS=Mus musculus GN=Hspb1 PE=1 SV=3","P14602","HSPB1_MOUSE","HSPB1_MOUSE","Hspb1"
"P80316|TCPE_MOUSE",302.59,19,16,8,13,11,13,"Carbamidomethylation; Deamidation (NQ)","T-complex protein 1 subunit epsilon OS=Mus musculus GN=Cct5 PE=1 SV=1","P80316","TCPE_MOUSE","TCPE_MOUSE","Cct5"
"O08709|PRDX6_MOUSE",302.23,20,13,18,11,12,19,"Carbamidomethylation; Deamidation (NQ)","Peroxiredoxin-6 OS=Mus musculus GN=Prdx6 PE=1 SV=3","O08709","PRDX6_MOUSE","PRDX6_MOUSE","Prdx6"
"Q61553|FSCN1_MOUSE",301.91,18,14,8,11,8,11,"Carbamidomethylation","Fascin OS=Mus musculus GN=Fscn1 PE=1 SV=4","Q61553","FSCN1_MOUSE","FSCN1_MOUSE","Fscn1"
"P17742|PPIA_MOUSE",301.31,21,23,19,7,11,19,"Carbamidomethylation; Deamidation (NQ)","Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus GN=Ppia PE=1 SV=2","P17742","PPIA_MOUSE","PPIA_MOUSE","Ppia"
"P58771|TPM1_MOUSE",301.24,8,20,26,15,20,25,"","Tropomyosin alpha-1 chain OS=Mus musculus GN=Tpm1 PE=1 SV=1","P58771","TPM1_MOUSE","TPM1_MOUSE","Tpm1"
"Q3UPL0|SC31A_MOUSE",300.89,16,12,7,4,4,6,"Carbamidomethylation; Deamidation (NQ)","Protein transport protein Sec31A OS=Mus musculus GN=Sec31a PE=1 SV=2","Q3UPL0","SC31A_MOUSE","SC31A_MOUSE","Sec31a"
"Q9QYB1|CLIC4_MOUSE",300.44,11,11,8,11,13,10,"Carbamidomethylation; Deamidation (NQ)","Chloride intracellular channel protein 4 OS=Mus musculus GN=Clic4 PE=1 SV=3","Q9QYB1","CLIC4_MOUSE","CLIC4_MOUSE","Clic4"
"P46935|NEDD4_MOUSE",300.25,14,8,4,4,10,6,"Carbamidomethylation; Deamidation (NQ)","E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus GN=Nedd4 PE=1 SV=3","P46935","NEDD4_MOUSE","NEDD4_MOUSE","Nedd4"
"P00920|CAH2_MOUSE",300.01,14,16,8,9,11,18,"Carbamidomethylation; Deamidation (NQ)","Carbonic anhydrase 2 OS=Mus musculus GN=Ca2 PE=1 SV=4","P00920","CAH2_MOUSE","CAH2_MOUSE","Ca2"
"P61750|ARF4_MOUSE",299.82,8,14,15,7,8,12,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)","ADP-ribosylation factor 4 OS=Mus musculus GN=Arf4 PE=1 SV=2","P61750","ARF4_MOUSE","ARF4_MOUSE","Arf4"
"O70400|PDLI1_MOUSE",299.74,17,11,12,7,11,10,"Carbamidomethylation","PDZ and LIM domain protein 1 OS=Mus musculus GN=Pdlim1 PE=1 SV=4","O70400","PDLI1_MOUSE","PDLI1_MOUSE","Pdlim1"
"P29341|PABP1_MOUSE",298.62,20,11,11,17,10,14,"Carbamidomethylation","Polyadenylate-binding protein 1 OS=Mus musculus GN=Pabpc1 PE=1 SV=2","P29341","PABP1_MOUSE","PABP1_MOUSE","Pabpc1"
"Q8CIB5|FERM2_MOUSE",298.31,17,10,4,9,7,8,"Carbamidomethylation","Fermitin family homolog 2 OS=Mus musculus GN=Fermt2 PE=1 SV=1","Q8CIB5","FERM2_MOUSE","FERM2_MOUSE","Fermt2"
"P28658|ATX10_MOUSE",297.8,22,14,10,17,16,15,"Carbamidomethylation; Deamidation (NQ)","Ataxin-10 OS=Mus musculus GN=Atxn10 PE=1 SV=2","P28658","ATX10_MOUSE","ATX10_MOUSE","Atxn10"
"P80317|TCPZ_MOUSE",297.47,12,14,12,13,13,16,"Carbamidomethylation","T-complex protein 1 subunit zeta OS=Mus musculus GN=Cct6a PE=1 SV=3","P80317","TCPZ_MOUSE","TCPZ_MOUSE","Cct6a"
"P23927|CRYAB_MOUSE",295.75,23,13,13,15,22,27,"Deamidation (NQ)","Alpha-crystallin B chain OS=Mus musculus GN=Cryab PE=1 SV=2","P23927","CRYAB_MOUSE","CRYAB_MOUSE","Cryab"
"Q99PL5|RRBP1_MOUSE",295.19,16,11,13,5,11,13,"Carbamidomethylation; Deamidation (NQ)","Ribosome-binding protein 1 OS=Mus musculus GN=Rrbp1 PE=1 SV=2","Q99PL5","RRBP1_MOUSE","RRBP1_MOUSE","Rrbp1"
"P51660|DHB4_MOUSE",294.87,17,9,6,16,10,6,"Carbamidomethylation; Deamidation (NQ)","Peroxisomal multifunctional enzyme type 2 OS=Mus musculus GN=Hsd17b4 PE=1 SV=3","P51660","DHB4_MOUSE","DHB4_MOUSE","Hsd17b4"
"Q8VDN2|AT1A1_MOUSE",294.76,14,12,6,13,10,9,"Carbamidomethylation; Deamidation (NQ)","Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus GN=Atp1a1 PE=1 SV=1","Q8VDN2","AT1A1_MOUSE","AT1A1_MOUSE","Atp1a1"
"P97315|CSRP1_MOUSE",294.42,11,11,14,7,11,13,"Carbamidomethylation","Cysteine and glycine-rich protein 1 OS=Mus musculus GN=Csrp1 PE=1 SV=3","P97315","CSRP1_MOUSE","CSRP1_MOUSE","Csrp1"
"P70168|IMB1_MOUSE",293.52,21,14,10,14,14,15,"Carbamidomethylation; Deamidation (NQ)","Importin subunit beta-1 OS=Mus musculus GN=Kpnb1 PE=1 SV=2","P70168","IMB1_MOUSE","IMB1_MOUSE","Kpnb1"
"O08638|MYH11_MOUSE",292.53,13,12,12,4,17,14,"Carbamidomethylation; Deamidation (NQ)","Myosin-11 OS=Mus musculus GN=Myh11 PE=1 SV=1","O08638","MYH11_MOUSE","MYH11_MOUSE","Myh11"
"Q8VEM8|MPCP_MOUSE",292.35,19,15,9,11,12,11,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)","Phosphate carrier protein  mitochondrial OS=Mus musculus GN=Slc25a3 PE=1 SV=1","Q8VEM8","MPCP_MOUSE","MPCP_MOUSE","Slc25a3"
"P62259|1433E_MOUSE",292.34,14,13,13,8,15,20,"Carbamidomethylation","14-3-3 protein epsilon OS=Mus musculus GN=Ywhae PE=1 SV=1","P62259","1433E_MOUSE","1433E_MOUSE","Ywhae"
"Q9ERK4|XPO2_MOUSE",291.95,16,16,9,10,11,10,"Carbamidomethylation; Deamidation (NQ)","Exportin-2 OS=Mus musculus GN=Cse1l PE=1 SV=1","Q9ERK4","XPO2_MOUSE","XPO2_MOUSE","Cse1l"
"O54734|OST48_MOUSE",291.54,17,12,8,12,14,14,"Carbamidomethylation; Deamidation (NQ)","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus GN=Ddost PE=1 SV=2","O54734","OST48_MOUSE","OST48_MOUSE","Ddost"
"Q99P72|RTN4_MOUSE",290.83,10,7,7,7,6,11,"Deamidation (NQ)","Reticulon-4 OS=Mus musculus GN=Rtn4 PE=1 SV=2","Q99P72","RTN4_MOUSE","RTN4_MOUSE","Rtn4"
"O88569|ROA2_MOUSE",290.24,12,15,11,15,10,14,"Carbamidomethylation","Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus GN=Hnrnpa2b1 PE=1 SV=2","O88569","ROA2_MOUSE","ROA2_MOUSE","Hnrnpa2b1"
"P62874|GBB1_MOUSE",290.19,8,8,3,7,7,8,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus GN=Gnb1 PE=1 SV=3","P62874","GBB1_MOUSE","GBB1_MOUSE","Gnb1"
"O55029|COPB2_MOUSE",289.26,16,13,8,10,8,7,"Carbamidomethylation; Deamidation (NQ)","Coatomer subunit beta' OS=Mus musculus GN=Copb2 PE=1 SV=2","O55029","COPB2_MOUSE","COPB2_MOUSE","Copb2"
"P30999|CTND1_MOUSE",288.02,18,16,10,9,6,5,"Carbamidomethylation; Deamidation (NQ)","Catenin delta-1 OS=Mus musculus GN=Ctnnd1 PE=1 SV=2","P30999","CTND1_MOUSE","CTND1_MOUSE","Ctnnd1"
"Q8K411|PREP_MOUSE",287.94,22,17,10,10,9,6,"Carbamidomethylation; Deamidation (NQ)","Presequence protease  mitochondrial OS=Mus musculus GN=Pitrm1 PE=1 SV=1","Q8K411","PREP_MOUSE","PREP_MOUSE","Pitrm1"
"Q9CWJ9|PUR9_MOUSE",287.56,15,8,8,5,8,5,"Carbamidomethylation; Deamidation (NQ)","Bifunctional purine biosynthesis protein PURH OS=Mus musculus GN=Atic PE=1 SV=2","Q9CWJ9","PUR9_MOUSE","PUR9_MOUSE","Atic"
"Q3U7R1|ESYT1_MOUSE",287.44,18,15,9,9,5,6,"Deamidation (NQ)","Extended synaptotagmin-1 OS=Mus musculus GN=Esyt1 PE=1 SV=2","Q3U7R1","ESYT1_MOUSE","ESYT1_MOUSE","Esyt1"
"Q6P5F9|XPO1_MOUSE",286.89,24,12,5,11,16,8,"Carbamidomethylation; Deamidation (NQ)","Exportin-1 OS=Mus musculus GN=Xpo1 PE=1 SV=1","Q6P5F9","XPO1_MOUSE","XPO1_MOUSE","Xpo1"
"Q9QZQ8|H2AY_MOUSE",286.47,9,15,26,20,54,54,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)","Core histone macro-H2A.1 OS=Mus musculus GN=H2afy PE=1 SV=3","Q9QZQ8","H2AY_MOUSE","H2AY_MOUSE","H2afy"
"Q8VDJ3|VIGLN_MOUSE",286.27,17,9,8,8,7,7,"Carbamidomethylation; Deamidation (NQ)","Vigilin OS=Mus musculus GN=Hdlbp PE=1 SV=1","Q8VDJ3","VIGLN_MOUSE","VIGLN_MOUSE","Hdlbp"
"Q6P5E4|UGGG1_MOUSE",285.22,19,11,9,12,9,10,"Carbamidomethylation; Oxidation (M)","UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus GN=Uggt1 PE=1 SV=4","Q6P5E4","UGGG1_MOUSE","UGGG1_MOUSE","Uggt1"
"P21107|TPM3_MOUSE",285.16,3,16,17,10,18,19,"","Tropomyosin alpha-3 chain OS=Mus musculus GN=Tpm3 PE=1 SV=3","P21107","TPM3_MOUSE","TPM3_MOUSE","Tpm3"
"Q9DCD0|6PGD_MOUSE",284.96,15,14,6,8,10,8,"Carbamidomethylation; Deamidation (NQ)","6-phosphogluconate dehydrogenase  decarboxylating OS=Mus musculus GN=Pgd PE=1 SV=3","Q9DCD0","6PGD_MOUSE","6PGD_MOUSE","Pgd"
"Q9D0F3|LMAN1_MOUSE",284.69,14,6,5,7,9,5,"Carbamidomethylation; Deamidation (NQ)","Protein ERGIC-53 OS=Mus musculus GN=Lman1 PE=1 SV=1","Q9D0F3","LMAN1_MOUSE","LMAN1_MOUSE","Lman1"
"Q99KI0|ACON_MOUSE",284.25,21,10,15,12,7,13,"Carbamidomethylation; Deamidation (NQ)","Aconitate hydratase  mitochondrial OS=Mus musculus GN=Aco2 PE=1 SV=1","Q99KI0","ACON_MOUSE","ACON_MOUSE","Aco2"
