"MouseGeneName","HumanGeneName"
"Gm22748","SNORA80B"
"Gm23404","AP001610.1"
"Gm24977","RNU1-83P"
"Gm24977","RNU1-109P"
"Gm24992","AC018692.1"
"Gm24992","CR769767.2"
"Gm24992","AL591926.2"
"Snord49a","SNORD49A"
"Mir103-1","MIR103A1"
"Snora16a","AL732371.1"
"Gm26347","AL359771.2"
"Gm26101","RNU6-356P"
"Gm22788","RNU7-95P"
"Gm23411","RNU7-95P"
"Mir299a","MIR299"
"Mir147","MIR147B"
"Gm27636","AL049692.3"
"Gm25267","RNU7-95P"
"Gm24817","RNU6-346P"
"Gm26203","RNU6-336P"
"Gm24297","SNORD70"
"Gm27520","AL353804.7"
"Gm26482","RNU7-95P"
"Gm25842","RN7SKP126"
"Gm24249","RNU7-95P"
"Gm23191","RNU6-185P"
"Gm24494","AL627443.2"
"Gm27761","AC009951.2"
"Ighv1-7","AC136616.3"
"Gm25391","AC018692.1"
"Gm25391","CR769767.2"
"Gm25391","AL591926.2"
"Gm25235","RNU6-818P"
"Gm25716","RNU6-220P"
"Gm24661","RNU6-1279P"
"Gm23512","RNU6-6P"
"Gm26183","SCARNA17"
"Gm23344","AC013471.1"
"Gm26296","RNU7-95P"
"Gm25854","SNORD114-24"
"Gm25854","SNORD114-21"
"Gm25979","AC018692.1"
"Gm25979","CR769767.2"
"Gm25979","AL591926.2"
"Gm22895","RN7SKP298"
"Mir133b","MIR133B"
"Gm26265","SNORA50A"
"Gm24493","AC007684.1"
"Snora15","SNORA15B-1"
"Snora15","AC000081.2"
"Gm25806","RNU4-33P"
"Mir450-2","MIR450A2"
"Rpph1","RPPH1"
"Gm22822","RNU6-6P"
"Gm25878","SNORD12C"
"Snord96a","SNORD96A"
"Gm22422","AC018692.1"
"Gm22422","CR769767.2"
"Gm22422","AL591926.2"
"Gm22139","RNU6-1136P"
"Gm22433","SCARNA14"
"Snord60","AC244035.3"
"Snord60","AL512272.1"
"Rn7s1","RN7SL1"
"Snord100","SNORD100"
"Gm22421","RNU6-86P"
"Gm23505","SCARNA14"
"Gm25078","RNU6-1194P"
"Gm24447","RN7SKP9"
"Gm22603","AC018692.1"
"Gm22603","CR769767.2"
"Gm22603","AL591926.2"
"Gm25456","AC018692.1"
"Gm25456","CR769767.2"
"Gm25456","AL591926.2"
"Snord55","SNORD55"
"Mir342","MIR342"
"Gm25413","RN7SKP61"
"Gm24784","RNU7-95P"
"Gm22229","RNU6-1047P"
"Gm26227","RNU6-1115P"
"Gm23378","RNU6-1035P"
"Gm25552","RNU6-922P"
"Mir505","MIR505"
"Gm25913","SCARNA17"
"Gm24705","RNU6-103P"
"Gm24129","RNU6-545P"
"Gm23679","AC090260.1"
"Mir1949","SNORA74D"
"Gm24410","RNU6-291P"
"Gm24441","RN7SKP213"
"Gm24251","RNU1-103P"
"Gm22591","RNU6-919P"
"Gm27365","AC106873.2"
"Gm22972","AC092821.1"
"Gm22972","SNORA75B"
"Gm22361","RNU1-141P"
"Gm25884","RNU7-95P"
"Gm23838","RNU1-141P"
"Gm23000","RNU1-22P"
"Gm23240","RNU1-104P"
"Gm22334","AC018692.1"
"Gm22334","CR769767.2"
"Gm22334","AL591926.2"
"Gm23946","SNORA74C-2"
"Gm26174","RPPH1"
"Snora43","AC133550.1"
"Gm27993","AC093298.1"
"Gm22996","AC124303.1"
"Mir142","MIR142"
"Gm22477","RN7SKP81"
"Gm22477","RN7SKP175"
"Gm24595","SNORA11G"
"Mir29b-2","MIR29B2"
"Gm23231","RNU6-530P"
"Gm23431","RNU6-1307P"
"Gm24568","AC020634.1"
"Gm24319","RNU6-222P"
"Gm23301","SNORD58A"
"Gm22350","RNVU1-34"
"Gm27545","AL359751.1"
"Gm22502","RNU6-1311P"
"Gm22391","AC124303.1"
"Gm26456","AC121247.1"
"Gm23953","SNORD116-5"
"Gm23953","SNORD116-1"
"Gm23953","SNORD116-4"
"Gm23953","SNORD116-2"
"Snord38a","SNORD38A"
"Gm23727","RNU1-74P"
"Scarna2","SCARNA2"
"Gm23679","AC093777.1"
"Snord1a","SNORD1A"
"Gm23194","RNU6-604P"
"Gm22519","SNORA81"
"Gm24712","RNU6-362P"
"Gm25672","RNU6-865P"
"Gm24131","RNU6-75P"
"Gm24131","RNU6-750P"
"Gm24253","SNORD1C"
"Gm25404","AC079118.2"
"Gm25583","RNU6-5P"
"Gm25845","RN7SKP44"
"Gm25845","RN7SKP189"
"Rnu3b2","AC016948.1"
"Rnu3b2","AC005046.1"
"Gm27640","AC004542.5"
"Gm23347","SNORD114-6"
"Gm27937","AC004542.4"
"Gm23121","RNU1-21P"
"Gm24495","AC124303.1"
"Gm23378","RNU6-484P"
"Gm23378","RNU6-160P"
"Gm27617","AC022028.3"
"Gm26434","AC124303.1"
"Gm25334","RNU6-967P"
"Gm23713","AP001610.1"
"Gm23713","SNORA32"
"Gm23713","AC021733.1"
"Gm22422","AL590399.7"
"Gm22422","AC107393.2"
"Gm22422","AL627230.4"
"Gm26488","AC124303.1"
"Gm22863","SNORD116-5"
"Gm22863","SNORD116-1"
"Gm22863","SNORD116-4"
"Gm22863","SNORD116-2"
"Gm25202","RNU2-63P"
"Rnu3b1","AC016948.1"
"Rnu3b1","AC005046.1"
"Gm23987","SNORA79"
"Gm22306","RNU6-878P"
"Gm22306","RNU6-658P"
"Gm27695","AC004080.8"
"Gm23186","RNU6-708P"
"Gm26279","RNU6-320P"
"Gm25549","RNU6-449P"
"Gm25585","AC124303.1"
"Gm23199","AC006509.3"
"Gm26178","RNU6-730P"
"Gm26178","RNU6-1031P"
"Gm23389","AC236668.2"
"Gm22944","SNORA38B"
"Gm22944","AC087863.1"
"Gm26392","AC124303.1"
"Gm24299","SNORD5"
"Gm24455","SNORA18"
"Gm24040","AC124303.1"
"Gm22274","AC124303.1"
"Gm25203","AC016948.1"
"Gm25203","AC005046.1"
"Gm22449","AC124303.1"
"Gm22865","AC016948.1"
"Gm22865","AC005046.1"
"Gm22016","AC121247.1"
"Gm25881","RNU6-212P"
"Gm25391","AL590399.7"
"Gm25391","AC107393.2"
"Gm25391","AL627230.4"
"Gm26283","AC124303.1"
"Gm25647","AC124303.1"
"Gm24220","AC124303.1"
"Gm22539","AL592546.1"
"Gm22539","AC078860.1"
"Mir124a-3","MIR124-3"
"Gm25646","AC124303.1"
"Gm23153","RN7SL674P"
"Snord8","SNORD8"
"Snord42a","SNORD42A"
"Snord66","SNORD66"
"Gm24749","RN7SKP99"
"Gm26083","SCARNA16"
"Mir19b-1","MIR19B1"
"Gm26203","RNU6-1073P"
"Gm25357","AL132709.1"
"Gm25599","RNU6-927P"
"Gm25599","RNU6-1262P"
"Gm24992","AL590399.7"
"Gm24992","AC107393.2"
"Gm24992","AL627230.4"
"Gm23404","SNORA32"
"Gm23404","AC021733.1"
"Gm26200","AC124303.1"
"Gm23824","RN7SKP160"
"Gm24862","AC124303.1"
"Gm26284","AC124303.1"
"Gm24499","RNU6-1135P"
"Gm24499","RNU6-1289P"
"Gm24499","RNU6-1079P"
"Gm24499","RNU6-280P"
"Gm24499","RNU6-157P"
"Gm25982","RNU6-277P"
"Gm23680","RNU1-130P"
"Gm23690","RNU6-434P"
"Gm25156","AC124303.1"
"Gm22024","RN7SKP109"
"Gm25897","RNU6-523P"
"Gm23510","RNU1-77P"
"Gm26011","RNU6-945P"
"Mir10b","MIR10B"
"Gm24769","AC026355.1"
"Gm24769","AC016559.1"
"Gm26230","AC124303.1"
"Mir374c","MIR374A"
"Gm26498","AC124303.1"
"Gm25175","AC124303.1"
"Gm26337","AC124303.1"
"Rnu3b3","AC016948.1"
"Rnu3b3","AC005046.1"
"Gm24612","RNU6-633P"
"Snord45b","SNORD45B"
"Gm22155","RNU1-63P"
"Gm22640","AC124303.1"
"Gm25409","SNORA41B"
"Gm22050","AC124303.1"
"n-R5s24","RNA5SP524"
"Mir409","MIR409"
"Gm25667","RN7SKP98"
"Mir125b-1","MIR125B1"
"Gm26251","AC004522.2"
"Mir410","MIR410"
"Gm22109","RNA5S17"
"Gm23579","RNU6-550P"
"Gm22084","RNU6-54P"
"Gm25087","AC124303.1"
"Gm25988","AC124303.1"
"Gm26124","AC121247.1"
"Gm25085","AC124303.1"
"Gm23922","AC124303.1"
"Gm24306","AC124303.1"
"Gm25452","AC124303.1"
"Gm23472","RNU2-63P"
"Gm25780","RN7SKP44"
"Gm25780","RN7SKP189"
"Gm24241","SNORA79"
"Gm26467","AC124303.1"
"Gm26372","RN7SKP20"
"Gm22358","SNORA32"
"Gm22358","AC021733.1"
"Gm22293","SNORA32"
"Gm22293","AC021733.1"
"Gm26249","RNU6ATAC39P"
"Snora35","SNORA35"
"Gm26168","AL035087.1"
"Gm22511","AC124303.1"
"Mir199b","MIR199B"
"Gm22111","AC124303.1"
"Snord68","SNORD68"
"Gm24798","RNU6-674P"
"Gm24382","RNU6-1304P"
"Gm23182","AC091817.1"
"Gm23692","RNVU1-34"
"Gm22252","AC124303.1"
"Gm22157","RNU6-1244P"
"Gm22156","AL024493.1"
"Gm25108","AC007688.1"
"Gm23958","RNU6-231P"
"Gm25791","AC007448.1"
"Gm25791","SNORA8"
"Gm23355","RNU6-18P"
"Gm23355","RNU6-17P"
"Gm24983","AC124303.1"
"Gm22633","RNU6-492P"
"Gm27786","AC004556.4"
"Gm23624","RN7SKP90"
"Gm25934","AC124303.1"
"Gm22335","RNU6-321P"
"Mir203","MIR203B"
"Gm25427","AC092919.1"
"Mir449a","MIR449A"
"Gm23735","RNVU1-3"
"Gm25322","RNU6-521P"
"Gm24682","AC090287.2"
"Gm24682","SCARNA20"
"Gm25323","RNU6-201P"
"Gm23687","AC124303.1"
"Snord61","SNORD61"
"Mir31","MIR31"
"Gm26096","AC124303.1"
"Gm23140","RNU6-968P"
"Gm24764","RNU2-22P"
"Mir146b","MIR146B"
"Gm22942","AL590399.7"
"Gm22942","AC107393.2"
"Gm22942","AL627230.4"
"Rnu2-10","RNU2-63P"
"Gm23699","AL590399.7"
"Gm23699","AC107393.2"
"Gm23699","AL627230.4"
"Gm25698","RNU6-154P"
"Gm23540","RNU1-96P"
"Gm22683","AL359273.1"
"Snora21","SNORA21"
"Gm26442","RNU1-63P"
"Snord14a","AC013267.1"
"Gm25742","AC124303.1"
"Gm25449","AC124303.1"
"Gm26440","SNORA65"
"Snord53","SNORD53"
"Gm24856","RNU6-434P"
"Rprl1","RPPH1-3P"
"Gm23678","RNU6-85P"
"Gm25054","RNU6-663P"
"Rprl2","RPPH1-3P"
"Mir292","MIR371A"
"Gm24336","SNORA12"
"Gm24219","AC124303.1"
"Gm22392","RNU6-574P"
"Gm24949","AC016948.1"
"Gm24949","AC005046.1"
"Gm26366","AC124303.1"
"Gm24400","RNU6-1157P"
"Gm25499","AC124303.1"
"Gm24631","RNU6-453P"
"Gm24311","RNU6-26P"
"n-R5s5","RNA5SP534"
"Mir501","MIR501"
"AF357341","SNORD114-10"
"AF357341","AL132709.6"
"AF357341","SNORD113-1"
"AF357341","SNORD114-20"
"AF357341","SNORD114-26"
"AF357341","SNORD114-25"
"Gm24867","RNU6-628P"
"Gm24952","AC124303.1"
"Gm26274","RN7SKP132"
"Mir196a-2","MIR196A2"
"Gm24584","RNU6-10P"
"Gm22348","AC124303.1"
"Gm23392","RNA5SP343"
"Gm27435","AC012354.2"
"Gm23712","RNU6-14P"
"Gm27457","AC011375.1"
"Gm25918","RNU6-827P"
"Gm22821","RNU6-12P"
"Gm24412","AP001610.1"
"Gm24412","SNORA32"
"Gm24412","AC021733.1"
"Gm25462","AC124303.1"
"Gm25082","RN7SKP70"
"Gm23925","SNORA71C"
"Gm50452","AC099343.2"
"Gm26177","RNU6-889P"
"Snord92","SNORD92"
"Gm25121","AC124303.1"
"Gm24837","SNORD121A"
"Gm22014","RN7SKP209"
"Mir23a","MIR23A"
"Mir301b","MIR301B"
"Gm23982","RNU6-375P"
"Gm26169","AL590399.7"
"Gm26169","AC107393.2"
"Gm26169","AL627230.4"
"Gm22365","RNU5A-6P"
"Gm26922","AL132709.1"
"Gm25045","RNU6-159P"
"Snora78","AC092365.1"
"Snora78","AL590031.1"
"Gm24045","AC121247.1"
"Mir186","MIR186"
"Mirlet7e","MIRLET7E"
"Gm26457","AC007383.4"
"Gm25360","RNU2-63P"
"Gm27619","AP001610.1"
"Gm27619","SNORA32"
"Gm27619","AC021733.1"
"Gm27444","AC002542.5"
"Gm24206","AC124303.1"
"Gm25622","RNU6-628P"
"Gm24027","AC124303.1"
"Gm26224","AC107390.1"
"Gm26224","AC121343.1"
"Gm26224","AC016180.1"
"Gm26224","AC063965.1"
"Gm24372","AC121247.1"
"Gm24417","AC124303.1"
"Gm22915","AL590399.7"
"Gm22915","AC107393.2"
"Gm22915","AL627230.4"
"Gm26128","RNU6-49P"
"DQ267101","AL132709.1"
"Gm24304","RNU6-970P"
"Gm22152","AC022616.1"
"Gm22850","RNU2-39P"
"Gm23219","RNU6-34P"
"Gm25146","AC124303.1"
"Mir214","MIR214"
"Gm25648","AC124303.1"
"Mirlet7d","MIRLET7D"
"Gm24310","AC124303.1"
"Gm24735","RNU6-250P"
"Gm25840","AC124303.1"
"Gm24566","AC124303.1"
"Gm27297","RNU6-1317P"
"Gm23793","RNU5A-6P"
"Gm22894","RNU6-601P"
"Gm22894","RNU6-349P"
"Gm25856","SNORD114-10"
"Gm25856","AL132709.6"
"Gm25856","SNORD113-1"
"Gm25856","SNORD114-20"
"Gm25856","SNORD114-26"
"Gm25856","SNORD114-25"
"Gm26207","RNU6-321P"
"Gm23553","RN7SKP105"
"Gm23560","AC124303.1"
"Gm24088","AC124303.1"
"Gm22540","RNU6-1191P"
"Snora20","SNORA20"
"Gm24826","AC016948.1"
"Gm24826","AC005046.1"
"Gm27995","RNU6-1301P"
"Gm25089","AC124303.1"
"Gm26363","AC009408.2"
"Gm23849","RNU2-63P"
"Gm22488","AP000324.1"
"Gm22488","CU633980.1"
"Gm23202","SNORA27"
"Gm24072","RNU6-362P"
"Snord33","SNORD33"
"Gm23875","RN7SKP95"
"Gm24610","SNORA32"
"Gm24610","AC021733.1"
"DQ267102","AL132709.1"
"Gm23445","RNU6-1337P"
"Gm25859","AP001610.1"
"Gm25859","SNORA32"
"Gm25859","AC021733.1"
"Gm22338","AC008915.1"
"Gm22338","AC009533.2"
"Gm22338","AC078994.1"
"Gm22630","AC124303.1"
"Mir1251","MIR1251"
"Gm27385","RNU6-239P"
"Gm23902","AL590399.7"
"Gm23902","AC107393.2"
"Gm23902","AL627230.4"
"Gm26066","RNU6-673P"
"Mir293","MIR371A"
"Gm22649","RN7SL567P"
"Snora69","AC135178.1"
"Gm24639","AC124303.1"
"Gm24615","AC104212.1"
"Gm24615","AC095353.1"
"Gm24615","SNORA20B"
"Gm23058","RNU6-497P"
"Gm23996","AL590399.7"
"Gm23996","AC107393.2"
"Gm23996","AL627230.4"
"Mir30c-1","MIR30C1"
"Gm23939","AP001610.1"
"Gm23939","SNORA32"
"Gm23939","AC021733.1"
"Gm26466","AC124303.1"
"Gm24652","AC124303.1"
"Gm26254","RNU4-39P"
"Gm25229","AC124303.1"
"Gm25793","RNU6-728P"
"Gm23568","AC020634.1"
"Rprl3","RPPH1-3P"
"Snord15a","SNORD15A"
"Gm23444","RNU2-63P"
"Gm24888","AC107376.1"
"Gm24888","AC090679.1"
"Gm24888","SNORA3B"
"Gm23356","AC124303.1"
"Mir128-1","MIR128-1"
"Gm25792","RNU6-83P"
"Gm24969","AC124303.1"
"Mir744","MIR744"
"Gm25416","RNU6-561P"
"Gm25088","AC124303.1"
"Snord89","SNORD89"
"Gm26334","AC124303.1"
"Gm24290","RN7SKP269"
"Gm22205","SNORD114-9"
"Gm22205","SNORD114-22"
"Gm22205","SNORD114-27"
"Gm23839","AC011774.1"
"Mir204","MIR204"
"Gm23941","RNU6-25P"
"Gm25139","AC103987.1"
"Mir208b","MIR208B"
"Gm25939","RNU2-63P"
"Gm23471","AC124303.1"
"Ighv3-5","AC233755.1"
"Gm50449","AC006196.1"
"AF357428","SNORD114-10"
"AF357428","AL132709.6"
"AF357428","SNORD113-1"
"AF357428","SNORD114-20"
"AF357428","SNORD114-26"
"AF357428","SNORD114-25"
"n-R5s121","RNA5S1"
"Gm26368","AL590399.7"
"Gm26368","AC107393.2"
"Gm26368","AL627230.4"
"Gm25870","AC124303.1"
"Gm22344","RN7SKP94"
"Gm26215","AC090287.2"
"Gm26215","SCARNA20"
"Gm22077","SNORD83A"
"Gm24113","RN7SKP122"
"Mir484","MIR484"
"Gm22814","RNU6-528P"
"Gm23593","AL136367.1"
"Gm24504","RNU6-732P"
"Gm26329","AC004966.1"
"Gm23044","RNU6-107P"
"Gm23185","RNU6-192P"
"Gm24552","AP000843.2"
"Gm25984","AC124303.1"
"Mir433","MIR433"
"Gm22163","AL590399.7"
"Gm22163","AC107393.2"
"Gm22163","AL627230.4"
"DQ267100","AL132709.1"
"Gm23977","RNU6-362P"
"Mir671","MIR671"
"Gm23613","AC074091.1"
"Gm23613","SNORA36A"
"Gm22130","AC124303.1"
"Gm26131","RNU6-733P"
"Gm23661","RNU2-13P"
"Gm23585","RNU6-925P"
"Gm24922","RNU6ATAC22P"
"Gm25188","SNORA32"
"Gm25188","AC021733.1"
"Gm23059","RNU6-398P"
"Gm23737","RNU1-119P"
"Gm23737","RNU1-78P"
"Gm24892","RNU6-210P"
"Gm23587","RNU6-174P"
"Gm24611","RNU6-737P"
"Gm24657","AC124303.1"
"Gm22706","RNU1-7P"
"Gm25844","RN7SKP33"
"Gm22972","AC008915.1"
"Gm22972","AC009533.2"
"Gm22972","AC078994.1"
"Gm25120","AC124303.1"
"Gm27698","AC009014.4"
"Gm24965","RNU6-823P"
"Gm23103","RNU6-722P"
"Gm22334","AL590399.7"
"Gm22334","AC107393.2"
"Gm22334","AL627230.4"
"Gm24178","RNU6-277P"
"Gm25741","AC124303.1"
"Gm24805","RNU6-902P"
"Gm23145","AC124303.1"
"Gm24223","RNU6-642P"
"Gm25802","AC091857.1"
"Gm26374","AC124303.1"
"Gm23020","RN7SKP7"
"Gm25017","AC124303.1"
"Gm26028","RN7SKP99"
"Gm25456","AL590399.7"
"Gm25456","AC107393.2"
"Gm25456","AL627230.4"
"n-R5s136","RNA5S6"
"Gm22603","AL590399.7"
"Gm22603","AC107393.2"
"Gm22603","AL627230.4"
"Gm24100","AC124303.1"
"Gm24926","AC124303.1"
"Gm26132","AL139404.1"
"Gm23971","RNU2-63P"
"Mir323","MIR323A"
"Gm25098","AC124303.1"
"Snord14e","SNORD14E"
"Gm26390","AC124303.1"
"Gm24783","RNU6-1301P"
"Gm25388","SNORA38B"
"Gm25388","AC087863.1"
"Gm23377","AC096587.1"
"Gm22058","RN7SKP139"
"Gm23448","RNU6-644P"
"Gm25876","AP001610.1"
"Gm25876","SNORA32"
"Gm25876","AC021733.1"
"Snord7","SNORD7"
"Gm26402","RNU6-856P"
"Snord60","SNORD60"
"Gm25652","RNU6-1072P"
"Snora7a","SNORA7B"
"Snora7a","SNORA7A"
"Gm23305","AC124303.1"
"Gm23639","SNORA13"
"Gm23933","AC124303.1"
"Gm25204","RNU6-1296P"
"Gm25337","RNU6-242P"
"Gm24263","RNU6-194P"
"Mir770","MIR770"
"Gm24618","SNORD116-5"
"Gm24618","SNORD116-1"
"Gm24618","SNORD116-4"
"Gm24618","SNORD116-2"
"Ighv3-3","AC233755.1"
"Gm23308","RNU6-901P"
"Mir181b-1","MIR181B1"
"Gm24840","RNU2-11P"
"Gm23787","SNORD114-19"
"Gm24570","AC124303.1"
"Snord2","SNORD2"
"Gm25979","AL590399.7"
"Gm25979","AC107393.2"
"Gm25979","AL627230.4"
"Gm25854","SNORD114-9"
"Gm25854","SNORD114-22"
"Gm25854","SNORD114-27"
"Gm25463","AC124303.1"
"Gm23927","AC016948.1"
"Gm23927","AC005046.1"
"Gm26389","AC124303.1"
"Snora16a","SNORA16A"
"Snora16a","SNORA16B"
"Mir183","MIR183"
"AF357399","AC005774.1"
"Gm24497","RNU2-63P"
"Gm22281","RNU6-842P"
"Gm24817","AP000843.2"
"Gm22394","AP001065.1"
"Mir592","MIR592"
"Gm25945","AL136296.1"
"Gm23299","AP001610.1"
"Gm23299","SNORA32"
"Gm23299","AC021733.1"
"Rnu3b4","AC016948.1"
"Rnu3b4","AC005046.1"
"Gm23076","AC124303.1"
"Gm22768","AC241952.1"
"Gm25194","AC124303.1"
"Gm24626","RNU1-133P"
"Gm24522","RNU6-1069P"
"Gm23310","AC124303.1"
"Gm24021","AC124303.1"
"Mir133a-2","MIR133A2"
"Ighv3-6","AC233755.1"
"Gm24468","RNU6-509P"
"Gm25921","AL590399.7"
"Gm25921","AC107393.2"
"Gm25921","AL627230.4"
"Mirlet7g","MIRLET7G"
"Gm23099","RNVU1-34"
"Gm24198","RNU6-1317P"
"Ighv3-8","AC233755.1"
"Gm24872","AC124303.1"
"Gm25789","AC091857.1"
"Gm24137","AC124303.1"
"Gm23451","AP001610.1"
"Gm23451","SNORA32"
"Gm23451","AC021733.1"
"Gm23736","SNORD114-10"
"Gm23736","AL132709.6"
"Gm23736","SNORD113-1"
"Gm23736","SNORD114-20"
"Gm23736","SNORD114-26"
"Gm23736","SNORD114-25"
"Gm26027","RN7SKP45"
"Gm22951","RNU6-474P"
"Gm24051","AC025750.2"
"Gm24051","AC104701.1"
"Snord21","SNORD21"
"Gm23455","AP001610.1"
"Gm23455","SNORA32"
"Gm23455","AC021733.1"
"Gm22373","AC092799.1"
"Gm22373","SNORD116-23"
"Gm22373","AC006443.1"
"Gm22373","SNORD116-17"
"Gm25419","AC016948.1"
"Gm25419","AC005046.1"
"Gm25523","AC124303.1"
"Gm23094","RN7SKP256"
"Gm25814","RNU6-834P"
"Gm27793","AC108726.1"
"Gm26336","AC124303.1"
"Gm24202","RNU6-944P"
"Gm24202","RNU6-115P"
"Gm24202","RNU6-938P"
"Gm24528","AC124303.1"
"Gm25609","RNU6-240P"
"Gm24846","RNU6-1301P"
"Mir873b","MIR873"
"Gm24833","RNU6ATAC22P"
"Gm22834","AC124303.1"
"Gm28032","AC004080.7"
"Gm27492","AC004080.14"
"Gm24920","AL929554.1"
"Gm24317","RNU6-641P"
"Gm23127","SNORA80D"
"Gm22817","RPPH1-3P"
"Gm25586","AC121247.1"
"Gm24379","AC004966.1"
"Mir216b","MIR216B"
"Gm25141","RNU6-397P"
"Gm22818","RNU6-600P"
"Gm22253","AC124303.1"
"Gm23686","RNU1-63P"
"Gm23547","SCARNA12"
"Gm25428","AC093777.1"
"Gm23615","SNORD38B"
"Gm23615","AC108863.1"
"Gm25995","RNU4-49P"
"Gm27605","AC091179.3"
"Mir122","MIR122"
"Gm24866","AC124303.1"
"Gm24238","RNA5SP443"
"Gm25314","AC124303.1"
"Gm26387","SNORA66"
"Gm25790","RNU6-5P"
"Mir335","MIR335"
"Gm22575","RNU6-641P"
"Gm25284","RNU4-84P"
"Gm26468","RNU6-1138P"
"Gm25313","RNU5B-1"
"Gm22362","AL590399.7"
"Gm22362","AC107393.2"
"Gm22362","AL627230.4"
"Gm22524","AC124303.1"
"Mir425","MIR425"
"Gm23208","AC026355.1"
"Gm23208","AC016559.1"
"Gm23296","RNU6-7"
"Snord1c","SNORD1C"
"Gm24613","SNORA65"
"Gm26253","RNU6-452P"
"Gm26253","RNU6-721P"
"Gm26253","RNU6-666P"
"Gm26253","AC092854.1"
"Gm26253","RNU6-978P"
"Gm26253","RNU6-131P"
"Gm26253","RNU6-1132P"
"Gm26253","RNU6-1210P"
"Gm26253","RNU6-1293P"
"Gm26253","RNU6-596P"
"Gm26316","RNU2-63P"
"Gm27803","AC021424.4"
"Ighv12-3","AC233755.1"
"Gm22455","SNORD18C"
"Gm23254","AC124303.1"
"Gm22676","SNORA11C"
"Mir150","MIR150"
"Mir761","MIR761"
"Gm26332","SNORD116-5"
"Gm26332","SNORD116-1"
"Gm26332","SNORD116-4"
"Gm26332","SNORD116-2"
"Gm23454","SNORA16A"
"Gm23454","SNORA16B"
"Snord4a","SNORD4A"
"Gm22108","RNU6-674P"
"Gm24140","RN7SKP128"
"Gm24140","RN7SKP137"
"Gm26499","AC124303.1"
"Gm24927","RNU6-1266P"
"Gm22753","RNU6-703P"
"Gm22629","AC124303.1"
"Gm24799","AC124303.1"
"Mir137","MIR137"
"Gm24086","RNU6-826P"
"Gm26059","AC124303.1"
"Mir302c","MIR302C"
"Gm25335","RNU6-54P"
"Snora24","SNORA24"
"Snord14d","SNORD14D"
"Gm23618","AC124303.1"
"Gm25077","AC124303.1"
"Gm24930","RN7SKP259"
"Gm22496","AC124303.1"
"Mir219a-2","MIR219A2"
"Gm25710","AC124303.1"
"Mir218-2","MIR218-2"
"Gm24453","SNORD28"
"Gm26186","AC026355.1"
"Gm26186","AC016559.1"
"Gm24465","RNU6-484P"
"Gm24465","RNU6-160P"
"Gm24950","RNU2-63P"
"Gm22973","RNU2-63P"
"Gm25176","RNU4-26P"
"Gm23944","AC124303.1"
"Gm22303","AP001610.1"
"Gm22303","SNORA32"
"Gm22303","AC021733.1"
"Gm24531","RNU6-928P"
"Gm22974","AC021989.1"
"Gm22974","RNU6-164P"
"Gm26181","RNU6-1278P"
"Gm23113","RNU6-587P"
"Rny3","RNY3"
"Gm24585","AC124303.1"
"Gm23406","AP001610.1"
"Gm23406","SNORA32"
"Gm23406","AC021733.1"
"Gm25744","SNORD48"
"n-R5s143","RNA5S1"
"Gm25862","AL590399.7"
"Gm25862","AC107393.2"
"Gm25862","AL627230.4"
"Gm25740","RNU6-102P"
"Gm22541","SNORA18"
"Gm26449","RNU6-338P"
"Gm24702","AC124303.1"
"Gm22981","SNORD114-10"
"Gm22981","AL132709.6"
"Gm22981","SNORD113-1"
"Gm22981","SNORD114-20"
"Gm22981","SNORD114-26"
"Gm22981","SNORD114-25"
"Gm24593","RNU6-182P"
"Gm22980","SNORD38B"
"Gm22980","AC108863.1"
"Gm25855","SNORD25"
"Gm22627","AC124303.1"
"Gm23449","AC124303.1"
"Mir448","MIR448"
"Mir423","MIR423"
"Gm22615","SNORA32"
"Gm22615","AC021733.1"
"Gm23561","AC020634.1"
"Gm22447","AC020634.1"
"Snord37","SNORD37"
"Gm22555","RNU6-362P"
"Gm22423","RNU2-17P"
"Mir132","MIR132"
"Gm26414","RN7SKP96"
"Snord88c","SNORD88A"
"Gm23286","AC124303.1"
"Gm23765","RNVU1-34"
"Gm24589","MIR1225"
"Gm25776","SNORA79"
"Snord87","SNORD87"
"Gm26226","RNU6-826P"
"Gm24602","RNU6-840P"
"Gm22352","RNU6-10P"
"Gm24355","AP001610.1"
"Gm24355","SNORA32"
"Gm24355","AC021733.1"
"Gm22393","AC124303.1"
"Gm22301","RNU6-347P"
"Gm26106","RPPH1-3P"
"Snora2b","SNORA2B"
"Gm22857","AL590399.7"
"Gm22857","AC107393.2"
"Gm22857","AL627230.4"
"Gm25823","AC124303.1"
"Gm22807","SNORA65"
"Gm24592","RNU6-1018P"
"Gm24418","AC124303.1"
"Mir190a","MIR190A"
"Gm27483","AC051649.3"
"Gm27483","AC004556.1"
"Mir509","MIR514A2"
"Mir509","MIR509-3"
"Mir509","MIR514A1"
"Mir206","MIR206"
"Gm24907","SNORA11"
"Gm23725","RNU6-1119P"
"Gm25273","SNORA80D"
"Gm23677","RNU6-971P"
"Gm22200","AC005905.1"
"Snord80","AL031584.1"
"Snord80","AC012435.1"
"Gm22739","RNU1-97P"
"Gm22739","RNU1-124P"
"Gm27587","AC108713.1"
"Gm25888","RN7SKP269"
"Gm24859","RNU6-7"
"Gm23034","SNORA28"
"Mir188","MIR188"
"Gm27976","AL157858.2"
"Snord88a","SNORD88A"
"Gm24829","AC020634.1"
"Gm26076","RNU6-558P"
