"MouseGeneName","HumanGeneName"
"Prkcd","PRKCD"
"Ighv1-71","IGHV1-24"
"Ighv15-2","IGHV1-24"
"Cnot2","CNOT2"
"Olfr463","OR4D2"
"Ighv1-55","IGHV1-24"
"Wnt5b","WNT5B"
"Slc16a14","SLC16A14"
"H2al1n","H2AL1RP"
"Stx1a","STX1A"
"Gpr37l1","GPR37L1"
"Haus6","HAUS6"
"Tfg","TFG"
"Cers2","CERS2"
"Cmc2","CMC2"
"Slc4a5","SLC4A5"
"Faim","FAIM"
"Tufm","TUFM"
"Ighv3-5","IGHV4-28"
"Ighv3-5","IGHV4-31"
"Ighv3-5","IGHV4-34"
"Ighv3-5","IGHV4-39"
"Col6a5","COL6A5"
"Tcea1","TCEA1"
"Mei1","MEI1"
"Klk4","KLK4"
"Zfp821","ZNF821"
"Lrrc3c","LRRC3C"
"0610012G03Rik","NCBP2AS2"
"Spopl","SPOPL"
"Hlcs","HLCS"
"Ints9","INTS9"
"Lrrtm1","LRRTM1"
"Apoa2","APOA2"
"Pdp2","PDP2"
"H2al1f","H2AL1RP"
"Hbq1a","HBQ1"
"Ptpn2","PTPN2"
"Prrc2b","PRRC2B"
"Tgif2lx1","TGIF2LX"
"Alx3","ALX3"
"Selenon","SELENON"
"Selenon","AL020996.2"
"Dynll2","DYNLL2"
"Eci1","ECI1"
"Klk5","KLK5"
"Frmd6","FRMD6"
"Pik3r4","PIK3R4"
"Wdr49","WDR49"
"Btg1","BTG1"
"Lrp2","LRP2"
"Adipor2","ADIPOR2"
"Fam227a","FAM227A"
"Atp1a2","ATP1A2"
"Ttc37","TTC37"
"B3gntl1","B3GNTL1"
"Fastk","FASTK"
"Ighv1-58","IGHV1-24"
"Serpini1","SERPINI1"
"Fn3k","FN3K"
"Ighv8-6","IGHV2-26"
"Plin2","PLIN2"
"Sox9","SOX9"
"Tex55","AC083800.1"
"Mmab","MMAB"
"Ighv1-53","IGHV1-24"
"Rpl6","RPL6"
"Slc5a6","SLC5A6"
"Ighv1-16","IGHV1-24"
"Shoc2","SHOC2"
"Btg3","BTG3"
"H2ap","H2AP"
"Tmem45a2","TMEM45A"
"Ctnna1","CTNNA1"
"Phc3","PHC3"
"Klk8","KLK8"
"Mrps18c","MRPS18C"
"Ighv8-13","IGHV2-26"
"Ube2o","UBE2O"
"Chodl","CHODL"
"Srebf2","SREBF2"
"Hnmt","HNMT"
"Ighv14-4","IGHV1-24"
"Magi1","MAGI1"
"H2al1g","H2AL1RP"
"Rab29","RAB29"
"Cebpa","CEBPA"
"Dctn1","AC006030.1"
"Dctn1","DCTN1"
"Dnah7c","DNAH7"
"Rnf151","RNF151"
"Klk1b1","KLK2"
"Adgrg7","ADGRG7"
"Ighv1-11","IGHV1-24"
"Gon4l","GON4L"
"Gm29289","RBMY1J"
"Fam222a","FAM222A"
"Ighv3-4","IGHV4-28"
"Ighv3-4","IGHV4-31"
"Ighv3-4","IGHV4-34"
"Ighv3-4","IGHV4-39"
"Meltf","MELTF"
"Arhgap31","ARHGAP31"
"Taf2","TAF2"
"Cldn14","CLDN14"
"H2al1j","H2AL1RP"
"Tbcd","TBCD"
"Tmub1","TMUB1"
"AC132444.3","SP110"
"Prkci","PRKCI"
"Nrxn2","NRXN2"
"Kmt5a","KMT5A"
"Dennd2c","DENND2C"
"Naca","NACA"
"Ero1lb","ERO1B"
"Setdb1","SETDB1"
"Klk1","KLK2"
"Rbmy","RBMY1J"
"Ska1","SKA1"
"Apobr","APOBR"
"Tnpo1","TNPO1"
"Ube2a","UBE2A"
"Atg9a","AC068946.2"
"Atg9a","ATG9A"
"Mllt3","MLLT3"
"Wdr92","WDR92"
"Gpr22","GPR22"
"Baiap2","BAIAP2"
"Gm7075","RNF7"
"Dus4l","DUS4L"
"Ppp3r1","AC017083.3"
"Ppp3r1","PPP3R1"
"Gm17359","C4orf45"
"Sec61a1","SEC61A1"
"Slc37a2","SLC37A2"
"Bola2","BOLA2"
"Foxl2","FOXL2"
"Uxs1","UXS1"
"Syt2","SYT2"
"Gm30191","C1orf232"
"Mapkapk2","MAPKAPK2"
"Tas2r109","TAS2R14"
"Pgc","PGC"
"Bzw1","BZW1"
"Mfsd7a","SLC49A3"
"Rdh1","RDH16"
"Ddx42","DDX42"
"Otop2","OTOP2"
"Tas2r130","TAS2R7"
"Aste1","ASTE1"
"Ifi35","IFI35"
"Ankrd46","ANKRD46"
"Rnf113a1","RNF113A"
"Ubc","UBC"
"Prune1","PRUNE1"
"Mesd","MESD"
"Dhodh","DHODH"
"Smdt1","SMDT1"
"Trim17","TRIM17"
"Tas2r120","TAS2R20"
"Tas2r120","TAS2R50"
"Tas2r120","TAS2R31"
"Tas2r120","TAS2R30"
"Tas2r120","TAS2R43"
"Tas2r120","TAS2R46"
"Tas2r120","TAS2R19"
"Defb22","DEFB134"
"6430548M08Rik","KIAA0513"
"Ube2d3","UBE2D3"
"Anxa9","ANXA9"
"Mgll","MGLL"
"Pdf","PDF"
"Evi5l","EVI5L"
"Tpra1","TPRA1"
"Cabp1","CABP1"
"Plek","PLEK"
"Tmem150a","TMEM150A"
"Mpp5","MPP5"
"Pigb","PIGB"
"Pla1a","PLA1A"
"Oas1e","OAS1"
"Oxsr1","OXSR1"
"Ramp1","RAMP1"
"Ubqln2","UBQLN2"
"Tmtc2","TMTC2"
"Chit1","CHIT1"
"Abtb1","ABTB1"
"Gm21981","AL365205.1"
"Gm21981","PRICKLE4"
"Hmbox1","HMBOX1"
"Ptrhd1","PTRHD1"
"Cacnb4","CACNB4"
"Cacnb4","AC068547.1"
"Cds1","CDS1"
"Fbxo48","FBXO48"
"Puf60","PUF60"
"Hgd","HGD"
"Bco1","BCO1"
"Il10","IL10"
"Kcnn4","KCNN4"
"Stk36","STK36"
"Mmp3","MMP3"
"Naga","NAGA"
"Fh1","FH"
"Oxnad1","OXNAD1"
"Mmp27","MMP27"
"Rpgrip1l","RPGRIP1L"
"Slc38a8","SLC38A8"
"Ndufa6","NDUFA6"
"Zbtb7b","ZBTB7B"
"Zfp706","ZNF706"
"Rrad","RRAD"
"Ripply3","RIPPLY3"
"Rundc1","RUNDC1"
"Dbndd1","DBNDD1"
"Iqcg","IQCG"
"Mro","MRO"
"Erfe","ERFE"
"Klk11","KLK11"
"Rftn1","RFTN1"
"Syn2","SYN2"
"Dclre1c","DCLRE1C"
"Tac2","TAC3"
"Clstn2","CLSTN2"
"Cog1","COG1"
"Spag16","SPAG16"
"Klk12","KLK12"
"A730046J19Rik","SERTM2"
"Frat1","FRAT1"
"Grhl2","GRHL2"
"Mapk4","MAPK4"
"Acmsd","ACMSD"
"Sstr2","SSTR2"
"Mtf2","MTF2"
"Cyb561","CYB561"
"Ccl22","CCL22"
"Asb14","ASB14"
"Cep83","CEP83"
"Ces2f","CES2"
"Zmynd8","ZMYND8"
"Asb10","ASB10"
"Stxbp5l","STXBP5L"
"Ttll4","TTLL4"
"Zfp738","ZNF678"
"Ccl8","CCL8"
"Gtf2e1","GTF2E1"
"Frat2","FRAT2"
"Rdh9","RDH16"
"Prelp","PRELP"
"Ccnt2","CCNT2"
"Car5b","CA5B"
"Nab2","NAB2"
"Vdac2","VDAC2"
"Cx3cl1","CX3CL1"
"Lat","LAT"
"Sptbn2","SPTBN2"
"Ccdc102a","CCDC102A"
"Zfp36l2","ZFP36L2"
"Uroc1","UROC1"
"Tgfbr3l","TGFBR3L"
"Mex3c","MEX3C"
"Gfer","GFER"
"Ccl7","CCL7"
"Ube2t","UBE2T"
"Cenpm","CENPM"
"Znhit3","ZNHIT3"
"Atp6v0a1","ATP6V0A1"
"Csf3","CSF3"
"Vps9d1","VPS9D1"
"Zbtb8os","ZBTB8OS"
"Stmn1","STMN1"
"Habp4","HABP4"
"Elac1","ELAC1"
"Meak7","MEAK7"
"Lonrf1","LONRF1"
"Lss","LSS"
"Cdk5r2","CDK5R2"
"Stt3a","STT3A"
"Ndufa1","NDUFA1"
"Usp49","USP49"
"Zfp78","ZNF705D"
"Phf19","PHF19"
"Arhgap17","ARHGAP17"
"Sntb2","SNTB2"
"Caps2","CAPS2"
"Pdik1l","PDIK1L"
"Nxf1","NXF1"
"Cdc42ep4","CDC42EP4"
"Mmp1a","MMP1"
"Prr7","PRR7"
"Bard1","BARD1"
"Myo19","MYO19"
"Gm29427","PFKFB2"
"Gm5724","SLCO1A2"
"Oc90","OC90"
"Oc90","AC100868.1"
"Pno1","PNO1"
"Gm42517","TMEM271"
"Gm44503","DNAAF4"
"Tas2r114","TAS2R10"
"Clk1","CLK1"
"Eppk1","EPPK1"
"Tas2r136","TAS2R20"
"Tas2r136","TAS2R50"
"Tas2r136","TAS2R31"
"Tas2r136","TAS2R30"
"Tas2r136","TAS2R43"
"Tas2r136","TAS2R46"
"Tas2r136","TAS2R19"
"Tas2r103","TAS2R14"
"Kcng4","KCNG4"
"Relch","RELCH"
"Glipr1l2","GLIPR1L2"
"Zfp595","ZNF678"
"Tas2r105","TAS2R10"
"Txnl4b","TXNL4B"
"Frmd4b","FRMD4B"
"Scaf8","SCAF8"
"Atp2a2","ATP2A2"
"Slc22a13b","SLC22A13"
"Atp2c2","ATP2C2"
"Gltp","GLTP"
"Arhgdig","ARHGDIG"
"AC118710.1","CYP2D6"
"Spic","SPIC"
"Cyp2d9","CYP2D6"
"Dcaf8","DCAF8"
"Tanc2","TANC2"
"Rubcn","RUBCN"
"Tfb1m","TFB1M"
"Med12","MED12"
"Cpne7","CPNE7"
"1700102P08Rik","C3orf62"
"Slc6a17","SLC6A17"
"Ndrg3","NDRG3"
"Ccl11","CCL11"
"Spsb4","SPSB4"
"Slc25a20","SLC25A20"
"Setd3","SETD3"
"Gm614","CXorf65"
"Tnfrsf13c","TNFRSF13C"
"Tas2r107","TAS2R10"
"Slc7a11","SLC7A11"
"Nccrp1","NCCRP1"
"Lonp2","LONP2"
"Metrnl","METRNL"
"Ccdc71l","CCDC71L"
"Hes6","HES6"
"Hcls1","HCLS1"
"Gm42372","PNMA8C"
"Tas2r121","TAS2R13"
"Casc1","CASC1"
"Wdr74","WDR74"
"Gm27919","PISRT1"
"Tas2r124","TAS2R13"
"Gtpbp1","GTPBP1"
"Hgh1","HGH1"
"Rpl38","RPL38"
"Prss35","PRSS35"
"Hp","HP"
"Hp","HPR"
"Tiam2","TIAM2"
"Npw","NPW"
"Ccdc18","CCDC18"
"Cct6b","CCT6B"
"Alx1","ALX1"
"N4bp1","N4BP1"
"Gpr101","GPR101"
"Ribc1","RIBC1"
"Srgap2","SRGAP2"
"Jmjd6","JMJD6"
"Ccl12","CCL8"
"Slc17a5","SLC17A5"
"Paf1","PAF1"
"Dnajc27","DNAJC27"
"Nt5c","NT5C"
"Paqr7","PAQR7"
"Fcmr","FCMR"
"Rgl2","RGL2"
"Rnf25","RNF25"
"Rdh7","RDH16"
"Fga","FGA"
"Egr3","EGR3"
"Hsdl1","HSDL1"
"Tmem132e","TMEM132E"
"Prr36","PRR36"
"Iapp","IAPP"
"Qrfprl","QRFPR"
"Adgrg5","ADGRG5"
"Mzf1","MZF1"
"Ppp1r12b","PPP1R12B"
"Chrdl1","CHRDL1"
"Patj","PATJ"
"Esrp1","ESRP1"
"Lrfn1","LRFN1"
"Mgat5","MGAT5"
"Slc8b1","SLC8B1"
"Rtl8c","RTL8C"
"Psmd5","PSMD5"
"Tex38","TEX38"
"Gm49320","MAP2K7"
"Snx12","SNX12"
"Nemp1","NEMP1"
"Mettl23","METTL23"
"Sept6","SEPTIN6"
"Timmdc1","TIMMDC1"
"Nhej1","NHEJ1"
"Eogt","EOGT"
"Slc39a11","SLC39A11"
"Col6a1","COL6A1"
"Grtp1","GRTP1"
"Ubb","UBB"
"Terf2","TERF2"
"Rsad1","RSAD1"
"Sppl3","SPPL3"
"1700092M07Rik","TEX54"
"Rad51d","RAD51D"
"Slc6a15","SLC6A15"
"Ces2b","CES2"
"Sec24a","SEC24A"
"Ces2g","CES2"
"Nudt16l2","NUDT16"
"Gh","CSH2"
"Rabep2","RABEP2"
"Lrp1b","LRP1B"
"Chml","CHML"
"Ccpg1","CCPG1"
"Lmbr1l","LMBR1L"
"Tac4","TAC4"
"Cdh13","CDH13"
"Pomt1","POMT1"
"Xrra1","XRRA1"
"Nras","NRAS"
"Pak4","PAK4"
"Mlec","MLEC"
"Chil1","CHI3L1"
"Wdfy3","WDFY3"
"Glipr1","GLIPR1"
"Mc1r","MC1R"
"Wdr64","WDR64"
"Ptgir","PTGIR"
"Galnt3","GALNT3"
"Sept3","SEPTIN3"
"Ces2e","CES2"
"Kmo","KMO"
"Foxd4","FOXD4L3"
"Triqk","TRIQK"
"Rab27a","RAB27A"
"Bcap29","BCAP29"
"Nploc4","NPLOC4"
"Galnt15","GALNT15"
"Dnaaf1","DNAAF1"
"Hbp1","HBP1"
"Tnpo2","TNPO2"
"Nfatc2ip","NFATC2IP"
"Uba3","UBA3"
"Snap47","SNAP47"
"Csrnp3","CSRNP3"
"Pnmal1","PNMA8A"
"Pianp","PIANP"
"Cltrn","CLTRN"
"Cltrn","AC097625.2"
"L1cam","L1CAM"
"Spink2","SPINK2"
"Scly","SCLY"
"Chchd6","CHCHD6"
"Srsf2","SRSF2"
"Spg7","SPG7"
"Cd109","CD109"
"Il16","IL16"
"Nfat5","NFAT5"
"BC048671","C3orf22"
"Rragb","RRAGB"
"Tomm40l","TOMM40L"
"Iqcd","IQCD"
"Ccdc150","CCDC150"
"Tmed6","AC026464.1"
"Tmed6","TMED6"
"Arf1","ARF1"
"Icam5","ICAM5"
"Ptk2","PTK2"
"Lypla1","LYPLA1"
"Mmp12","MMP12"
"Kbtbd8","KBTBD8"
"Heatr3","HEATR3"
"Cyc1","CYC1"
"Zic3","ZIC3"
"Sult5a1","SULT1A4"
"Rhobtb3","RHOBTB3"
"Prss38","PRSS38"
"Pheta2","PHETA2"
"Iqsec2","IQSEC2"
"Polq","POLQ"
"Chst13","CHST13"
"Cenpo","CENPO"
"Plaur","PLAUR"
"Osgin1","OSGIN1"
"Ush1g","USH1G"
"Zbtb38","ZBTB38"
"Ciapin1","CIAPIN1"
"Tbl3","TBL3"
"Atp6v0a2","ATP6V0A2"
"Tmem270","TMEM270"
"Tas2r123","TAS2R14"
"Fanca","FANCA"
"Ptgdr","PTGDR"
"Kif13b","KIF13B"
"Gm50241","DERPC"
"Gbx1","GBX1"
"2310033P09Rik","C1orf35"
"Crhbp","CRHBP"
"Fscn2","FSCN2"
"Fto","FTO"
"Nxnl1","NXNL1"
"Hsd17b3","HSD17B3"
"Gng8","GNG8"
"Usp39","USP39"
"Eif2s1","EIF2S1"
"Wnt10a","WNT10A"
"Runx1t1","RUNX1T1"
"Ncor2","NCOR2"
"Ercc6l2","ERCC6L2"
"Map7d3","MAP7D3"
"Brs3","BRS3"
"Abca12","ABCA12"
"Tkt","TKT"
"Arhgef6","ARHGEF6"
"Tuba4a","TUBA4A"
"Mettl27","METTL27"
"Sept2","SEPTIN2"
"Slco1a5","SLCO1A2"
"Calm3","CALM3"
"Rph3a","RPH3A"
"Lims2","LIMS2"
"Tas2r113","TAS2R14"
"Gm38394","ZBED6"
"Tafa4","TAFA4"
"Nmnat3","NMNAT3"
"Hopx","HOPX"
"Tmem79","TMEM79"
"Crispld2","CRISPLD2"
"Defb47","DEFB130B"
"Defb47","DEFB130A"
"Eif2b1","EIF2B1"
"Atrnl1","ATRNL1"
"Slc25a36","SLC25A36"
"Per2","PER2"
"Ampd1","AMPD1"
"Fam122a","FAM122A"
"Cpsf4l","CPSF4L"
"Nid2","NID2"
"Fcamr","FCAMR"
"Ero1l","ERO1A"
"Gpr27","GPR27"
"Zc3h11a","ZC3H11A"
"Mybpc1","MYBPC1"
"Zfp664","ZNF664"
"Jade2","JADE2"
"Plbd2","PLBD2"
"Pmfbp1","PMFBP1"
"Asic2","ASIC2"
"Nlgn3","NLGN3"
"Dnajb2","DNAJB2"
"Hsbp1","HSBP1"
"Opn1sw","OPN1SW"
"Gas8","GAS8"
"Cd40lg","CD40LG"
"Atp5c1","ATP5F1C"
"Pop5","POP5"
"Ihh","IHH"
"Ddx54","DDX54"
"Dus1l","DUS1L"
"Slc30a2","SLC30A2"
"Glb1l","GLB1L"
"Cradd","CRADD"
"Zfp36","ZFP36"
"Oas1f","OAS1"
"Smarcd2","SMARCD2"
"Rabl2","RABL2B"
"Ddx55","DDX55"
"1110051M20Rik","C11orf49"
"Acads","ACADS"
"Camkk2","CAMKK2"
"Mroh1","MROH1"
"Lrrc58","LRRC58"
"Rab31","RAB31"
"Gm20489","AL590764.2"
"Gm20489","IL2RG"
"St6galnac2","AC015802.6"
"Bdh1","BDH1"
"Gng2","GNG2"
"4930579G24Rik","C4orf46"
"Cyb5b","CYB5B"
"Kctd2","KCTD2"
"Iqca1l","IQCA1L"
"Hsd17b2","HSD17B2"
"Actn2","ACTN2"
"Sun2","SUN2"
"Kifc3","KIFC3"
"Vegfd","VEGFD"
"D11Wsu47e","C17orf80"
"Ier5l","IER5L"
"Mmp1b","MMP1"
"Gk5","GK5"
"Cdnf","CDNF"
"Strada","STRADA"
"Fyttd1","FYTTD1"
"Pparg","PPARG"
"Oas1a","OAS1"
"Exo1","EXO1"
"St6galnac1","ST6GALNAC1"
"Popdc2","POPDC2"
"Gins2","GINS2"
"Tmem123","TMEM123"
"Kcnq3","KCNQ3"
"Chrdl2","CHRDL2"
"Tas2r115","TAS2R14"
"Jmjd4","JMJD4"
"Igfbp7","IGFBP7"
"Siah1b","SIAH1"
"Hhla1","HHLA1"
"Cast","CAST"
"Uck1","UCK1"
"Magohb","MAGOHB"
"Rdh16","RDH16"
"Zfp384","ZNF384"
"Gm49345","ZNF678"
"Alas2","ALAS2"
"Aqp8","AQP8"
"Pnlip","PNLIP"
"Wnt3a","WNT3A"
"Prr23a2","PRR23A"
"Prr23a2","PRR23C"
"Prr23a2","PRR23B"
"Me1","ME1"
"Cyp2d40","CYP2D6"
"Fhl2","FHL2"
"Lmln","LMLN"
"Sar1b","SAR1B"
"Hspa14","HSPA14"
"Pxylp1","PXYLP1"
"Oplah","OPLAH"
"Dpy19l4","DPY19L4"
"Nudt4","NUDT4"
"Ncapd3","NCAPD3"
"Fxyd7","FXYD7"
"Mfsd11","MFSD11"
"Tas2r117","TAS2R14"
"Nucb1","NUCB1"
"Rtraf","RTRAF"
"Atp2a1","ATP2A1"
"Ybx3","YBX3"
"Cdr2l","CDR2L"
"Bmx","BMX"
"Bbs5","AC093899.2"
"Arih2","ARIH2"
"Oas3","OAS3"
"Kcnh6","KCNH6"
"Nicn1","AC104452.1"
"P4htm","P4HTM"
"Rpl27","RPL27"
"Pgm5","PGM5"
"Cyp2d26","CYP2D6"
"Chek1","CHEK1"
"Mrpl42","MRPL42"
"Stard5","STARD5"
"Zfp593","ZNF593"
"Sil1","SIL1"
"Txndc2","TXNDC2"
"Rnd2","RND2"
"Lcmt1","LCMT1"
"Acrv1","ACRV1"
"Oas1b","OAS1"
"Snapc2","SNAPC2"
"Tas2r102","TAS2R13"
"Slc25a26","SLC25A26"
"Tmprss15","TMPRSS15"
"Lgi4","LGI4"
"Yod1","YOD1"
"AC133103.3","SP100"
"1700017N19Rik","C12orf50"
"Mybph","MYBPH"
"Impg2","IMPG2"
"Il19","IL19"
"Ace2","ACE2"
"Stk17b","STK17B"
"Birc2","BIRC2"
"Bsdc1","BSDC1"
"Zfp449","ZNF449"
"Apex2","APEX2"
"Tnfrsf26","TNFRSF10B"
"Ank1","ANK1"
"Tfdp2","TFDP2"
"Fastkd1","FASTKD1"
"Flad1","FLAD1"
"Mrpl3","MRPL3"
"Mbtps1","MBTPS1"
"Styk1","STYK1"
"Bahcc1","BAHCC1"
"Atp5h","ATP5PD"
"Hnf1a","HNF1A"
"Rsl24d1","RSL24D1"
"Klhl36","KLHL36"
"Gan","GAN"
"Slc5a7","SLC5A7"
"Pyroxd1","PYROXD1"
"Fgb","FGB"
"Bnipl","BNIPL"
"Smg9","SMG9"
"Mbnl3","MBNL3"
"Oasl1","OASL"
"Izumo2","IZUMO2"
"Oas1h","OAS1"
"Prickle4","AL365205.1"
"Prickle4","PRICKLE4"
"Tepsin","TEPSIN"
"Klf15","KLF15"
"Ccdc36","CCDC36"
"Tmem71","TMEM71"
"Pknox2","PKNOX2"
"Rfng","RFNG"
"Zfp830","ZNF830"
"Emilin3","EMILIN3"
"Gmfg","GMFG"
"Fbxw2","FBXW2"
"Tlnrd1","TLNRD1"
"Prkar2b","PRKAR2B"
"Lrig1","LRIG1"
"Sla","SLA"
"Zfp423","ZNF423"
"Poglut1","POGLUT1"
"Ncald","NCALD"
"Pgls","PGLS"
"Dgat1","DGAT1"
"Git2","GIT2"
"Eea1","EEA1"
"Ptger2","PTGER2"
"Ccar2","CCAR2"
"Col6a2","COL6A2"
"Zbtb39","ZBTB39"
"Sycn","SYCN"
"Mettl22","METTL22"
"Pak3","PAK3"
"Txndc16","TXNDC16"
"Chtf8","CHTF8"
"Fmod","FMOD"
"Acer2","ACER2"
"Lgals8","LGALS8"
"Slx1b","SLX1B"
"Zmym3","ZMYM3"
"Maats1","MAATS1"
"Maats1","AC069444.2"
"Defb30","DEFB135"
"Slc16a5","SLC16A5"
"Ruvbl1","RUVBL1"
"Gpx1","GPX1"
"Lrriq1","LRRIQ1"
"Heatr1","HEATR1"
"Chdh","CHDH"
"Rasgrp2","RASGRP2"
"Erap1","ERAP1"
"Acr","ACR"
"Nr1i3","NR1I3"
"Anapc5","ANAPC5"
"Rtl8b","RTL8C"
"Dr1","DR1"
"Mgat4c","MGAT4C"
"Pcdh18","PCDH18"
"Txnrd3","TXNRD3"
"Pnliprp1","PNLIPRP1"
"Slc38a10","SLC38A10"
"Ciao2b","CIAO2B"
"Cyp2d11","CYP2D6"
"Vgll1","VGLL1"
"Sowahd","SOWAHD"
"Limd2","LIMD2"
"Ube2f","UBE2F-SCLY"
"Ube2f","UBE2F"
"AA986860","C1orf116"
"Has3","HAS3"
"Cbln1","CBLN1"
"Chpf2","CHPF2"
"Med29","MED29"
"Nts","NTS"
"Vps4a","AC026464.4"
"Vps4a","VPS4A"
"Tbl1x","TBL1Y"
"Rflna","RFLNA"
"Ces2a","CES2"
"BC048562","C3orf84"
"P2rx4","P2RX4"
"Tas2r106","TAS2R10"
"Lpin3","LPIN3"
"Cfap161","CFAP161"
"Tm2d1","TM2D1"
"4933402J07Rik","C16orf78"
"Cd8b1","CD8B2"
"Ano7","ANO7"
"Smad4","SMAD4"
"Cep290","CEP290"
"Otc","OTC"
"Stk16","STK16"
"Peg12","FRAT1"
"Tnip2","TNIP2"
"Tas2r125","TAS2R14"
"Dyrk3","DYRK3"
"Cad","CAD"
"Dtx1","DTX1"
"Fxn","FXN"
"Gm128","C1orf56"
"Tomm6","TOMM6"
"Bax","BAX"
"Unc13c","UNC13C"
"Aox1","AOX1"
"Rhoa","RHOA"
"Rita1","RITA1"
"Hdlbp","HDLBP"
"Prr23a3","PRR23A"
"Prr23a3","PRR23C"
"Prr23a3","PRR23B"
"Cab39","CAB39"
"Fam104a","FAM104B"
"Htatsf1","HTATSF1"
"Siah1a","SIAH1"
"Slc35d2","SLC35D2"
"Slc35d2","AL160269.1"
"Lamp1","LAMP1"
"Rps6ka3","RPS6KA3"
"Pigw","PIGW"
"Foxo4","FOXO4"
"Ccdc92","CCDC92"
"Chd6","CHD6"
"Creg1","CREG1"
"Gm21987","COX17"
"Riok3","RIOK3"
"Dnah12","DNAH12"
"Sh3bp2","SH3BP2"
"Arhgap4","ARHGAP4"
"F9","F9"
"Samd4b","SAMD4B"
"Avpr2","AVPR2"
"Tcta","TCTA"
"Glipr1l3","GLIPR1L1"
"Armh1","ARMH1"
"P2rx7","P2RX7"
"Lrrc6","LRRC6"
"Edaradd","EDARADD"
"Nudt16","NUDT16"
"Hs6st2","HS6ST2"
"Ell2","ELL2"
"Glipr1l1","GLIPR1L1"
"Coq9","COQ9"
"Ppig","PPIG"
"Lgr6","LGR6"
"Cep131","CEP131"
"Vps26b","VPS26B"
"Pstpip1","PSTPIP1"
"Podxl2","PODXL2"
"Abi3bp","ABI3BP"
"Rnf7","RNF7"
"Eefsec","EEFSEC"
"Sharpin","SHARPIN"
"Gm38100","BECN2"
"Spata20","SPATA20"
"Slc24a2","SLC24A2"
"Jam3","JAM3"
"Cep57l1","CEP57L1"
"Etfdh","ETFDH"
"Dnajc5g","DNAJC5G"
"Mageh1","MAGEH1"
"Rasal1","RASAL1"
"Oas1d","OAS1"
"Zfp953","ZNF678"
"Tas2r131","TAS2R42"
"Ift81","IFT81"
"Josd1","JOSD1"
"Polr2b","POLR2B"
"Otop3","OTOP3"
"Aggf1","AC008581.2"
"Aggf1","AGGF1"
"Cacna1d","CACNA1D"
"Fam234a","FAM234A"
"Eif4e3","EIF4E3"
"Timp4","TIMP4"
"Polr2c","POLR2C"
"Lig3","LIG3"
"Taf1c","TAF1C"
"Ccl17","CCL17"
"Naa10","NAA10"
"Haao","HAAO"
"Wdr41","WDR41"
"Rcn2","RCN2"
"Tspan10","TSPAN10"
"Suv39h2","SUV39H2"
"Maf1","MAF1"
"Ubl4b","UBL4B"
"Lenep","LENEP"
"Cfap52","CFAP52"
"Epn3","EPN3"
"Me2","ME2"
"Glrx","GLRX"
"Ccpg1os","C15orf65"
"Lrrc8e","LRRC8E"
"Lmod3","LMOD3"
"Opn3","OPN3"
"1190005I06Rik","C16orf74"
"Ankzf1","ANKZF1"
"Foxr2","FOXR2"
"Cyp2d12","CYP2D6"
"Dlx3","DLX3"
"Eif2d","EIF2D"
"Tmem186","TMEM186"
"Dph3","DPH3"
"Upf3b","UPF3B"
"Slc5a11","SLC5A11"
"Tcf25","TCF25"
"Rffl","RFFL"
"Rgs11","RGS11"
"Thada","THADA"
"Ftcd","FTCD"
"Xrn1","XRN1"
"Trim63","TRIM63"
"Rasa2","RASA2"
"Tomm22","TOMM22"
"Nampt","NAMPT"
"Prr12","PRR12"
"Fam92b","FAM92B"
"Cdc42bpa","CDC42BPA"
"Cmip","CMIP"
"Wdr6","WDR6"
"St6gal2","ST6GAL2"
"Pfkfb2","PFKFB2"
"Tmf1","TMF1"
"Cnrip1","CNRIP1"
"Tmem163","TMEM163"
"Etv6","ETV6"
"Cbwd1","CBWD3"
"Tas2r129","TAS2R14"
"Ppargc1b","PPARGC1B"
"Wdr46","WDR46"
"Matr3","MATR3"
"Sdr42e1","SDR42E1"
"Rbp2","RBP2"
"Ing4","ING4"
"Wfdc1","WFDC1"
"Exosc4","EXOSC4"
"Syngr3","SYNGR3"
"Lamb2","LAMB2"
"Fxyd1","FXYD1"
"Megf9","MEGF9"
"Fam122b","FAM122B"
"Rabl3","RABL3"
"S1pr2","S1PR2"
"Atp1b3","ATP1B3"
"Pik3cg","PIK3CG"
"Slc22a13","SLC22A13"
"Myo1b","MYO1B"
"Eif2s3x","EIF2S3B"
"Cryba2","CRYBA2"
"Vat1","VAT1"
"Cdk10","CDK10"
"Fez1","FEZ1"
"Nr1i2","NR1I2"
"Noa1","NOA1"
"Rhobtb2","RHOBTB2"
"Spata33","SPATA33"
"Noxo1","NOXO1"
"Ces3a","CES3"
"Cnep1r1","CNEP1R1"
"Zxdc","ZXDC"
"Mrpl58","MRPL58"
"Optc","OPTC"
"Icam1","ICAM1"
"Eef2kmt","FAM86B1"
"Eef2kmt","FAM86B2"
"Oas1g","OAS1"
"Atp2c1","ATP2C1"
"Itpr1","ITPR1"
"Klhl41","KLHL41"
"Gm34653","B3GNT10"
"Bcl11b","BCL11B"
"Cldn3","CLDN3"
"Pask","PASK"
"Rassf9","RASSF9"
"Gm27021","C16orf74"
"Acvr1","ACVR1"
"Adora1","ADORA1"
"Cyp2d34","CYP2D6"
"Mospd1","MOSPD1"
